,1 threads,2 threads,4 threads,8 threads,16 threads
128x128,1.126998029340924,0.9252021563342319,0.8851490236382323,0.43453757225433526,0.20641252955082742
256x256,1.1074455205811138,0.952212757116144,0.931532535982161,0.38458255079392184,0.2884232777915941
512x512,1.2728098977834958,0.9243687441771576,0.8215362085066644,0.6005300381186404,0.300642570909774
1024x1024,1.000569273922183,0.9270902251751163,0.7218669611221666,0.41098829107645013,0.2208981933699791
2048x2048,1.1416212911602486,0.7445166032352988,0.5135990731431601,0.2514122520116168,0.11523640757528383
